"filename", "language", "Java", "XML", "PostCSS", "comment", "blank", "total"
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\controller\StudentInfoController.java", "Java", 120, 0, 0, 14, 23, 157
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\controller\StudentPortalController.java", "Java", 356, 0, 0, 32, 44, 432
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\controller\StudentProfileController.java", "Java", 111, 0, 0, 4, 20, 135
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\controller\StudentRepairController.java", "Java", 74, 0, 0, 6, 18, 98
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\controller\StudentRewardPunishmentController.java", "Java", 191, 0, 0, 41, 40, 272
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\controller\StudentStatusChangeController.java", "Java", 414, 0, 0, 23, 84, 521
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\controller\TeacherGradesController.java", "Java", 489, 0, 0, 24, 86, 599
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\controller\TeacherInfoController.java", "Java", 106, 0, 0, 10, 18, 134
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\controller\TeacherPortalController.java", "Java", 354, 0, 0, 5, 44, 403
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\controller\TransactionHistoryController.java", "Java", 230, 0, 0, 29, 64, 323
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\network\SocketManager.java", "Java", 96, 0, 0, 43, 21, 160
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\session\CampusSession.java", "Java", 145, 0, 0, 56, 25, 226
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\session\UserSession.java", "Java", 57, 0, 0, 16, 13, 86
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\util\AesEncryptUtil.java", "Java", 35, 0, 0, 14, 9, 58
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\util\DeviceUuidUtil.java", "Java", 31, 0, 0, 8, 4, 43
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\util\GradeConverter.java", "Java", 142, 0, 0, 111, 44, 297
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\util\GradeUtils.java", "Java", 30, 0, 0, 21, 6, 57
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\util\PreferencesUtil.java", "Java", 20, 0, 0, 9, 7, 36
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_client\src\seu\vcampus\client\util\SemesterConverter.java", "Java", 68, 0, 0, 38, 17, 123
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\module-info.java", "Java", 8, 0, 0, 8, 0, 16
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\AbsenceInfo.java", "Java", 20, 0, 0, 0, 8, 28
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\AdminBillRecord.java", "Java", 74, 0, 0, 2, 22, 98
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\AdminBookRequest.java", "Java", 17, 0, 0, 1, 5, 23
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\AdminDeleteRoomRequest.java", "Java", 10, 0, 0, 0, 3, 13
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\AdminDormitoryInfoResponse.java", "Java", 54, 0, 0, 2, 17, 73
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\AdminInfo.java", "Java", 66, 0, 0, 0, 3, 69
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\AdminInfoRequest.java", "Java", 10, 0, 0, 0, 6, 16
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\AdminRoomBookingRequest.java", "Java", 10, 0, 0, 1, 3, 14
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\AdminRoomInfoRequest.java", "Java", 3, 0, 0, 2, 1, 6
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\BookInfo.java", "Java", 66, 0, 0, 1, 19, 86
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\BookInfoRequest.java", "Java", 52, 0, 0, 2, 16, 70
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\BorrowInfo.java", "Java", 45, 0, 0, 2, 13, 60
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\BorrowInfoRequest.java", "Java", 10, 0, 0, 0, 4, 14
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\BorrowRequest.java", "Java", 12, 0, 0, 2, 4, 18
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\CartItem.java", "Java", 37, 0, 0, 2, 10, 49
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\CartRequest.java", "Java", 18, 0, 0, 1, 6, 25
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\CartResponse.java", "Java", 19, 0, 0, 1, 7, 27
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\ChangePasswordRequest.java", "Java", 18, 0, 0, 1, 6, 25
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\CheckoutRequest.java", "Java", 15, 0, 0, 1, 6, 22
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\CheckoutResponse.java", "Java", 18, 0, 0, 3, 6, 27
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\ClassInfo.java", "Java", 28, 0, 0, 0, 8, 36
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\CollegeInfo.java", "Java", 16, 0, 0, 0, 6, 22
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\CourseTime.java", "Java", 64, 0, 0, 3, 23, 90
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\CourseToTime.java", "Java", 40, 0, 0, 3, 14, 57
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\CurrentBill.java", "Java", 45, 0, 0, 1, 16, 62
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\DeskCourse.java", "Java", 44, 0, 0, 3, 15, 62
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\DormitoryExchangeApplication.java", "Java", 55, 0, 0, 5, 18, 78
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\DormitoryExchangeRequest.java", "Java", 30, 0, 0, 2, 9, 41
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\DormitoryInfoRequest.java", "Java", 12, 0, 0, 1, 2, 15
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\DormitoryInfoResponse.java", "Java", 49, 0, 0, 3, 12, 64
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\ElectricityWaterBillRequest.java", "Java", 10, 0, 0, 0, 3, 13
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\ElectricityWaterBillResponse.java", "Java", 57, 0, 0, 2, 16, 75
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\FinalCourse.java", "Java", 129, 0, 0, 4, 37, 170
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\HistoryBill.java", "Java", 54, 0, 0, 1, 16, 71
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\HygieneRecord.java", "Java", 38, 0, 0, 2, 11, 51
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\LoginRequest.java", "Java", 24, 0, 0, 1, 11, 36
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\LoginResponse.java", "Java", 32, 0, 0, 1, 17, 50
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\MajorInfo.java", "Java", 40, 0, 0, 0, 7, 47
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\Order.java", "Java", 37, 0, 0, 2, 11, 50
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\OrderDetailRequest.java", "Java", 10, 0, 0, 1, 4, 15
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\OrderDetailResponse.java", "Java", 18, 0, 0, 1, 6, 25
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\OrderHistoryRequest.java", "Java", 10, 0, 0, 1, 4, 15
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\OrderHistoryResponse.java", "Java", 19, 0, 0, 1, 7, 27
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\OrderItem.java", "Java", 24, 0, 0, 2, 5, 31
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\OrderStatusUpdateRequest.java", "Java", 14, 0, 0, 0, 5, 19
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\PaymentRequest.java", "Java", 18, 0, 0, 1, 6, 25
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\PaymentResponse.java", "Java", 18, 0, 0, 1, 6, 25
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\Product.java", "Java", 67, 0, 0, 3, 16, 86
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\ProductAddRequest.java", "Java", 10, 0, 0, 0, 4, 14
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\ProductDeleteRequest.java", "Java", 10, 0, 0, 0, 4, 14
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\ProductInfoRequest.java", "Java", 14, 0, 0, 0, 5, 19
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\ProductInfoResponse.java", "Java", 23, 0, 0, 0, 8, 31
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\ProductUpdateRequest.java", "Java", 10, 0, 0, 0, 4, 14
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\RepairInfo.java", "Java", 75, 0, 0, 3, 18, 96
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\RepairRequest.java", "Java", 22, 0, 0, 2, 7, 31
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\RewardPunishment.java", "Java", 64, 0, 0, 3, 19, 86
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\RoomBookingInfo.java", "Java", 61, 0, 0, 1, 18, 80
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\RoomBookingRequest.java", "Java", 40, 0, 0, 1, 14, 55
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\RoomInfo.java", "Java", 47, 0, 0, 1, 14, 62
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\RoomInfoRequest.java", "Java", 25, 0, 0, 1, 12, 38
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\ShoppingCart.java", "Java", 44, 0, 0, 2, 11, 57
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\StatusChangeApplication.java", "Java", 28, 0, 0, 0, 7, 35
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\StudentGrades.java", "Java", 58, 0, 0, 3, 10, 71
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\StudentInfo.java", "Java", 164, 0, 0, 0, 5, 169
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\StudentInfoRequest.java", "Java", 10, 0, 0, 0, 6, 16
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\StudentProfile.java", "Java", 54, 0, 0, 0, 7, 61
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\StudentRetrieveCondition.java", "Java", 24, 0, 0, 1, 4, 29
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\StudentSC.java", "Java", 40, 0, 0, 3, 15, 58
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\TeacherInfo.java", "Java", 48, 0, 0, 1, 16, 65
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\TeacherInfoRequest.java", "Java", 6, 0, 0, 0, 2, 8
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\TestCourse.java", "Java", 105, 0, 0, 4, 31, 140
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\Transaction.java", "Java", 34, 0, 0, 2, 4, 40
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\TransactionRequest.java", "Java", 6, 0, 0, 1, 2, 9
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\model\TransactionResponse.java", "Java", 7, 0, 0, 1, 3, 11
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_common\src\seu\vcampus\util\LocalDateAdapter.java", "Java", 16, 0, 0, 0, 4, 20
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_server\src\module-info.java", "Java", 5, 0, 0, 6, 0, 11
"d:\qq\接受文件\vcampus-projects-new\vcampus-projects-new\vcampus-projects-2\vcampus_server\src\seu\vcampus\server\Server.java", "Java", 5565, 0, 0, 616, 907, 7088
"Total", "-", 24482, 7816, 6864, 4061, 6899, 50122